game.questionImage,Question Image,प्रश्न चित्र,,,
game.exactLabel,✓ Correct (2pts),✓ बिल्कुल सही (2 अंक),,,
game.partialLabel,~ Partial (1pt),~ आंशिक सही (1 अंक),,,
game.wrongLabel,✗ Incorrect (0pts),✗ गलत (0 अंक),,,
game.accuracyLabel,% Accuracy,% सटीकता,,,
game.timeLabel,⏱ Time,⏱ समय,,,
game.screensLabel,Screens,स्क्रीन,,,
game.screenHeader,Screen,स्क्रीन,,,
game.subQHeader,Sub-Q,उप-प्र,,,
game.targetHeader,Target,लक्ष्य,,,
game.childChoseHeader,Child Choose,बच्चे ने चुना,,,
game.statusHeader,Status,स्थिति,,,
game.ptsLabel,pts,अंक,,,
game.statusCorrect,Correct,सही,,,
game.statusPartial,Partial,आंशिक,,,
game.statusWrong,Incorrect,गलत,,,
game.timeChip,Screentime:,स्क्रीनटाइम:,,,
game.totalCorrect,Total / Correct,कुल / सही,,,
game.correctMetric,✓ Correct,✓ सही,,,
game.incorrectMetric,✗ Incorrect,✗ गलत,,,
game.totalTimeMetric,Duration,अवधि,,,
game.avgQMetric,⚡ Avg/Q,⚡ औसत/प्रश्न,,,
game.qNumHeader,Q#,प्र#,,,
game.yourResponse,Your Response,आपका जवाब,,,
game.replaysHeader,Replays,दोहराव,,,
game.outstandingLottery,Outstanding performance! Great memory span! ⭐,बहुत बढ़िया! शानदार याददाश्त! ⭐,,,
game.stoppedMsg,Stopped after 3 consecutive incorrect answers,3 लगातार गलत जवाब के बाद रुका,,,
game.testCompleted,Test completed,परीक्षा पूरी हुई,,,
game.teachingLabel,Teaching,शिक्षण,,,
game.teachingQ1Label,Teaching Question 1,शिक्षण सवाल 1,,,
game.teachingQ2Label,Teaching Question 2,शिक्षण सवाल 2,,,
game.startMainQuestions,Start Main Questions,मुख्य सवाल शुरू करें,,,
game.pleaseWaitAudio,🔊 Please wait for the correction audio…,🔊 कृपया सुधार ऑडियो का इंतज़ार करें…,,,
game.sampleLabel,Sample,नमूना,,,
game.audioAutoPlay,Audio plays automatically,ऑडियो अपने आप चलेगा,,,
game.selectNumbers,Select {n} numbers in order,{n} संख्याएँ क्रम में चुनें,,,
game.selectionComplete,Selection complete,चयन पूरा,,,
game.questionsLabel,Questions,प्रश्न,,,
game.performanceMeter,Performance Meter,प्रदर्शन मीटर,,,
game.targetedMoves,Targeted Moves:,लक्षित चाल:,,,
game.userMoves,User Moves:,बच्चे की चाल:,,,
game.timeTakenLabel,Duration:,अवधि:,,,
game.userSelectedPath,User Selected Path,बच्चे का चुना रास्ता,,,
game.path1,Path 1,रास्ता 1,,,
game.path2,Path 2,रास्ता 2,,,
game.path3,Path 3,रास्ता 3,,,
game.sampleALabel,Sample A,नमूना A,,,
game.sampleBLabel,Sample B,नमूना B,,,
game.teachingQ3Label,Teaching Question 3,शिक्षण सवाल 3,,,
game.teachingQ4Label,Teaching Question 4,शिक्षण सवाल 4,,,
game.trialLabel,Trial,प्रयास,,,
game.refreshBtn,Refresh,दोबारा देखें,,,
game.currentTrialLabel,CURRENT TRIAL,वर्तमान प्रयास,,,
game.movesInfoLabel,MOVES,चाल,,,
game.timeInfoLabel,TIME,समय,,,
game.questionEndedMoves,Question Ended Due to Illegal Moves,गलत चाल के कारण प्रश्न समाप्त,,,
game.timeoutDestination,Time Out – Destination Not Achieved,समय समाप्त – मंजिल नहीं पहुंचे,,,
game.destinationNotAchieved,Destination Not Achieved,मंजिल नहीं पहुंचे,,,
game.sessionTerminatedPartial,Assessment Report,मूल्यांकन रिपोर्ट,,,
game.droppedSubtitle,Q1-Q3 score < 2: System-enforced drop,Q1-Q3 अंक < 2: नियम के अनुसार बाहर,,,
game.assessorExit,Assessor requested early exit,मूल्यांकनकर्ता ने जल्दी समाप्त किया,,,
game.testFinished,Test finished successfully,परीक्षण सफलतापूर्वक पूरा हुआ,,,
game.nextQuestion,Next Question,अगला प्रश्न,,,
game.requiredStar,* (Required),* (अनिवार्य),,,
game.welcomeLiteracy,Welcome to Padh ke batao,"पढ़ के बताओ, में आपका स्वागत है",,,
game.doneReading,Done Reading,पढ़ लिया,,,
game.assessorStopped,Assessor stopped:,मूल्यांकनकर्ता ने रोका:,,,
game.questionNo,Question No.,प्रश्न सं.,,,
game.questionType,Question Type,प्रश्न प्रकार,,,
game.attemptStatus,Attempt Status,प्रयास स्थिति,,,
game.allCriteriaMet,All Criteria Met,सभी मानदंड पूरे,,,
game.attempted,Attempted,प्रयास किया,,,
game.ssrQuestion,Assessment Question,मूल्यांकन प्रश्न,,,
game.userAnswer,User Answer,बच्चे का उत्तर,,,
game.assessmentLabel,Assessment Report,मूल्यांकन रिपोर्ट,,,
game.yesLabel,Yes,हाँ,,,
game.noLabel,No,नहीं,,,
game.finishAssessment,Finish Assessment,मूल्यांकन समाप्त करें,,,
game.droppedChip,⛔ Dropped,⛔ बाहर,,,
game.time,Time,समय,,,
game.performance,Ankganit Performance,अंकगणित प्रदर्शन,,,
game.performanceLabel,Performance,प्रदर्शन,,,
game.assessmentCompleted,Assessment Completed,परीक्षा पूरी हुई,,,
game.totalScore,Total Score,कुल अंक,,,
game.correct2,Correct,सही,,,
game.incorrect2,Incorrect,गलत,,,
game.percentage,Accuracy,सटीकता,,,
game.totalTime,Duration,अवधि,,,
game.avgTimeQ,Avg Time/Q,औसत समय/सवाल,,,
game.outstanding,Outstanding performance! You're a math star! ⭐,बहुत बढ़िया! आप गणित के सितारे हैं! ⭐,,,
game.showGrid,Show per-question results with time,हर सवाल का समय और नतीजा देखें,,,
game.reasonLabel,Reason:,कारण:,,,
game.sessionDetails,Session Assessment Details,सत्र का विवरण,,,
game.assessorInstruction,This section must be filled by the Assessor.,यह सेक्शन केवल Assessor द्वारा भरा जाना चाहिए।,,,
game.q1Label,Q1. Did you enjoy playing the game?,प्र1. क्या आपको खेल खेलने में मज़ा आया?,,,
game.q2Label,Q2. How did the game feel for you?,प्र2. खेल आपको कैसा लगा?,,,
game.q3Label,Q3. Did you feel tired while playing the game?,प्र3. क्या खेलते-खेलते थकान हुई?,,,
game.q4Label,Q4. Would you like to play the game again?,प्र4. क्या आप यह खेल फिर खेलना चाहेंगे?,,,
game.optYes,"Yes, a lot","हाँ, बहुत",,,
game.optLittle,A little,थोड़ा सा,,,
game.optNotMuch,Not much,ज़्यादा नहीं,,,
game.q5Label,Q5. Observed Behaviours during the session (Multiple selection allowed),प्र5. सत्र के दौरान देखे गए व्यवहार (एक से ज़्यादा चुन सकते हैं),,,
game.b1,Difficulty sustaining attention,ध्यान टिकाने में मुश्किल,,,
game.b2,Impulsive or random responding,बिना सोचे जल्दी जवाब देना,,,
game.b3,Negative reaction to correction,सुधार पर नाराज़ होना,,,
game.b4,Hesitation in responding,जवाब देने में झिझक,,,
game.b5,High focus or persistence,ध्यान लगाकर काम करना,,,
game.b6,Verbalisation of a memory strategy,याद करने का तरीका बोलकर बताना,,,
game.b7,Needed frequent reassurance,बार-बार आश्वासन चाहिए,,,
game.b8,Calm and engaged throughout,शांत और लगातार लगे रहना,,,
game.extraNotes,Additional Notes,अन्य टिप्पणी,,,
game.useMic,Use Mic,माइक से बोलें,,,
game.recordingStop,Recording... (Stop),रिकॉर्ड हो रहा है... (रोकें),,,
game.dictatePlaceholder,Type or dictate observations...,टिप्पणी यहाँ लिखें या बोलें...,,,
game.retest,↻ Retest,↻ दोबारा परीक्षा,,,
game.home,🏠 Home,🏠 होम,,,
game.submitAssessment,Submit Assessment,मूल्यांकन जमा करें,,,
game.confirmSubmitMsg,Are you sure you want to submit the assessment?,क्या आप वाकई मूल्यांकन जमा करना चाहते हैं?,,,
game.confirm,Confirm,पुष्टि करें,,,
game.assessmentSubmitted,Assessment submitted successfully!,मूल्यांकन सफलतापूर्वक जमा हो गया!,,,
game.saving,Saving...,सहेजा जा रहा है...,,,
game.progressFound,Saved Progress Found,पहले की प्रगति मिली,,,
game.progressDesc,You have a previously paused game session.,आपका एक पुराना सत्र रुका हुआ है।,,,
game.restartFresh,Restart Fresh,नए सिरे से शुरू करें,,,
game.resumeGame,Resume Game,वहीं से जारी रखें,,,
game.pauseQuitTitle,Pause or Quit,रोकें या छोड़ें,,,
game.pauseDesc,Why are you stopping the game?,आप खेल क्यों रोक रहे हैं?,,,
game.pausePlaceholder,"E.g., Child is tired, disconnected, etc.","जैसे: बच्चा थक गया, नेटवर्क नहीं है, आदि।",,,
game.cancel,Cancel,रद्द करें,,,
game.pauseSave,Pause & Save,रोकें और सहेजें,,,
game.quitEnd,Quit & End,छोड़ें और समाप्त करें,,,
game.scoreTable.questionNo,Question No,सवाल संख्या,,,
game.scoreTable.question,Question,सवाल,,,
game.scoreTable.correctAnswer,Correct Answer,सही उत्तर,,,
game.scoreTable.score,Score,अंक,,,
game.scoreTable.timeTaken,Time Taken,लगा समय,,,
game.scoreTable.duration,Duration,अवधि,,,
game.scoreTable.status,Status,स्थिति,,,
game.scoreTable.correct,Correct,सही,,,
game.scoreTable.incorrect,Incorrect,गलत,,,
game.categories.singleLetter,Single Letter,एक अक्षर,,,
game.categories.doubleLetter,Double Letter,दो अक्षर,,,
game.categories.sentence,Sentence,वाक्य,,,
game.categories.story,Story,कहानी,,,
game.categories.paragraph,Paragraph,अनुच्छेद,,,
game.categories.singleNumber,Single Number,एक अंक,,,
game.categories.doubleNumber,Double Number,दो अंक,,,
game.categories.subtraction,Subtraction,घटाव,,,
game.categories.division,Division,भाग,,,
game.readingCriteria.skipWords,Did the child skip any words?,क्या बच्चे ने कोई शब्द छोड़ा?,,,
game.readingCriteria.pronunciation,Did the child make pronunciation errors?,क्या बच्चे ने उच्चारण में गलती की?,,,
game.readingCriteria.neededHelp,Did the child need help reading?,क्या बच्चे को पढ़ने में मदद चाहिए थी?,,,
modal.disclaimer,This description is informational only. Always follow your official KABC manual and institutional protocols when administering tests.,यह जानकारी केवल सामान्य समझ के लिए है। परीक्षण करते समय अपने आधिकारिक KABC मैनुअल और संस्थागत नियमों का पालन करें।,,,
modal.close,Close,बंद करें,,,
modal.startGame,Start Game,खेल शुरू करें,,,
modal.noUrl,Start URL is not configured for this test yet.,इस टेस्ट के लिए अभी लिंक नहीं बना है।,,,
help.statusOpen,Open,नया,,,
help.statusInProgress,In Progress,प्रगति में,,,
help.statusWaitingForReply,Waiting for Reply,जवाब का इंतज़ार,,,
help.statusResolved,Resolved,हल हो गया,,,
help.statusClosed,Closed,बंद,,,
help.badge,🎫 Help & Support,🎫 सहायता और समर्थन,,,
help.title,How can we help you?,हम आपकी कैसे मदद कर सकते हैं?,,,
help.subtitle,Our support team is here to assist you with any issues related to the Sangian Assessment Platform. Create a ticket and we'll respond within 1–2 business days.,हमारी सपोर्ट टीम संगियान मूल्यांकन प्लेटफ़ॉर्म से संबंधित किसी भी समस्या में आपकी मदद के लिए यहाँ है। टिकट बनाएं और हम 1–2 कार्य दिवसों में जवाब देंगे।,,,
help.createCardTitle,Create New Ticket,नया टिकट बनाएं,,,
help.createCardDesc,Have an issue or question? Submit a support ticket and we'll get back to you as soon as possible.,कोई समस्या है? सपोर्ट टिकट जमा करें और हम जल्द से जल्द आपसे संपर्क करेंगे।,,,
help.createCardItem1,Email verification required,ईमेल सत्यापन आवश्यक है,,,
help.createCardItem2,Attach up to 3 screenshots,3 तक स्क्रीनशॉट जोड़ें,,,
help.createCardItem3,Unique Ticket ID assigned,अनूठा टिकट ID मिलेगा,,,
help.createCardItem4,Email confirmation sent,ईमेल पुष्टि भेजी जाएगी,,,
help.createBtn,Create Ticket →,टिकट बनाएं →,,,
