common.speechNotSupported,Your browser does not support Speech Recognition. Please type manually.,यह ब्राउज़र आवाज़ पहचान नहीं करता। कृपया टाइप करें।,तुमचा ब्राउझर स्पीच रेकग्निशनला सपोर्ट करत नाही. कृपया स्वतः टाइप करा.,మీ బ్రౌజర్ స్పీచ్ రికగ్నిషన్‌ను సపోర్ట్ చేయదు. దయచేసి టైప్ చేయండి.,ನಿಮ್ಮ ಬ್ರೌಸರ್ ಸ್ಪೀಚ್ ರೆಕಗ್ನಿಷನ್‌ಗೆ ಬೆಂಬಲ ನೀಡುವುದಿಲ್ಲ. ದಯವಿಟ್ಟು ಸ್ವಂತವಾಗಿ ಟೈಪ್ ಮಾಡಿ.
common.failedToStart,Failed to start session on server.,सत्र शुरू नहीं हो सका।,सर्व्हरवर सेशन सुरू करता आले नाही.,సర్వర్‌లో సెషన్‌ను ప్రారంభించలేకపోయాం.,ಸರ್ವರ್‌ನಲ್ಲಿ ಸೆಶನ್ ಪ್ರಾರಂಭಿಸಲು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ.
common.failedToSave,Failed to save assessment. Please try again.,मूल्यांकन सहेजा नहीं गया। फिर कोशिश करें।,मूल्यांकन सेव्ह करता आले नाही. कृपया पुन्हा प्रयत्न करा.,అసెస్‌మెంట్‌ను సేవ్ చేయలేకపోయాం. దయచేసి మళ్లీ ప్రయత్నించండి.,ಮೌಲ್ಯಮಾಪನ ಉಳಿಸಲು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ. ದಯವಿಟ್ಟು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.
common.enterReason,Please enter a reason before stopping.,रोकने का कारण लिखें।,थांबवण्याआधी कृपया कारण लिहा.,ఆపే ముందు దయచేసి కారణం రాయండి.,ನಿಲ್ಲಿಸುವ ಮೊದಲು ದಯವಿಟ್ಟು ಕಾರಣ ನಮೂದಿಸಿ.
navbar.id,ID,आईडी,आयडी,ఐడీ,ಐಡಿ
navbar.language,🌐 Language,🌐 भाषा,🌐 भाषा,🌐 భాష,🌐 ಭಾಷೆ
footer.copyright,© 2026 Community Empowerment Lab · Sangian Cognitive Test Interface,© 2026 कम्युनिटी एम्पावरमेंट लैब · संगियान परीक्षण इंटरफ़ेस,© 2026 Community Empowerment Lab · संगियन कॉग्निटिव्ह टेस्ट इंटरफेस,© 2026 Community Empowerment Lab · సంగియన్ కాగ్నిటివ్ టెస్ట్ ఇంటర్‌ఫేస్,© 2026 Community Empowerment Lab · ಸಂಗಿಯನ್ ಕಾಗ್ನಿಟಿವ್ ಟೆಸ್ಟ್ ಇಂಟರ್ಫೇಸ್
footer.terms,Terms & Conditions,नियम और शर्तें,नियम व शर्ती,నిబంధనలు & షరతులు,ನಿಯಮಗಳು & ಷರತ್ತುಗಳು
footer.privacy,Privacy Policy,गोपनीयता नीति,गोपनीयता धोरण,గోప్యతా విధానం,ಗೌಪ್ಯತಾ ನೀತಿ
footer.contact,Contact Us,संपर्क करें,आमच्याशी संपर्क करा,మమ్మల్ని సంప్రదించండి,ನಮ್ಮನ್ನು ಸಂಪರ್ಕಿಸಿ
footer.help,Help & Support,सहायता,मदत व सहाय्य,సహాయం & మద్దతు,ಸಹಾಯ & ಬೆಂಬಲ
breadcrumb.home,Home,होम,मुख्यपृष्ठ,హోమ్,ಮುಖಪುಟ
breadcrumb.terms,Terms & Conditions,नियम एवं शर्तें,नियम व शर्ती,నిబంధనలు & షరతులు,ನಿಯಮಗಳು & ಷರತ್ತುಗಳು
breadcrumb.privacy,Privacy Policy,गोपनीयता नीति,गोपनीयता धोरण,గోప్యతా విధానం,ಗೌಪ್ಯತಾ ನೀತಿ
home.heroPill,🧠 Kauffman-inspired assessment • For supervised use only,🧠 काफ़मैन-प्रेरित मूल्यांकन • केवल निगरानी में उपयोग करें,🧠 कॉफमन-प्रेरित मूल्यांकन • फक्त देखरेखीखाली वापरासाठी,🧠 కాఫ్‌మన్-ప్రేరిత అసెస్‌మెంట్ • పర్యవేక్షణలో మాత్రమే వాడాలి,🧠 ಕಾಫ್‌ಮನ್-ಪ್ರೇರಿತ ಮೌಲ್ಯಮಾಪನ • ಮೇಲ್ವಿಚಾರಣೆಯ ಬಳಕೆಗೆ ಮಾತ್ರ
home.welcome,Welcome to the,में आपका स्वागत है,स्वागत आहे,స్వాగతం,ಸ್ವಾಗತ
home.title,Sangian Test Hub,संगियान टेस्ट हब,संगियन टेस्ट हब,సంగియన్ టెస్ట్ హబ్,ಸಂಗಿಯನ್ ಟೆಸ್ಟ್ ಹಬ್
home.desc,Select a test module below to start the assessment.,परीक्षा शुरू करने के लिए नीचे दिए गए टेस्ट मॉड्यूल को चुनें।,मूल्यांकन सुरू करण्यासाठी खालील टेस्ट मॉड्यूल निवडा.,అసెస్‌మెంట్ ప్రారంభించడానికి దిగువ ఒక టెస్ట్ మాడ్యూల్ ఎంచుకోండి.,ಮೌಲ್ಯಮಾಪನ ಪ್ರಾರಂಭಿಸಲು ಕೆಳಗಿನ ಟೆಸ್ಟ್ ಮಾಡ್ಯೂಲ್ ಆಯ್ಕೆಮಾಡಿ.
home.bullet1,✔ Seven core games mapped to culturally adapted names,✔ सात मुख्य खेल जो बच्चे की समझ को मापते हैं,✔ सात मुख्य गेम्स सांस्कृतिक नावांसह,✔ ఏడు ముఖ్య గేమ్‌లు సంస్కృతికి తగిన పేర్లతో,✔ ಸಾಂಸ್ಕೃತಿಕ ಹೆಸರುಗಳೊಂದಿಗೆ ಏಳು ಮುಖ್ಯ ಗೇಮ್‌ಗಳು
home.bullet2,✔ Quick access to Numeracy & Literacy readiness checks,✔ गणित और भाषा की तैयारी की त्वरित जाँच,✔ गणित व वाचन तयारी तपासणीसाठी जलद प्रवेश,✔ గణితం & చదవడం సంసిద్ధత తనిఖీలకు త్వరిత యాక్సెస్,✔ ಗಣಿತ & ಓದು ಸಿದ್ಧತಾ ಪರೀಕ್ಷೆಗಳಿಗೆ ತ್ವರಿತ ಪ್ರವೇಶ
home.bullet3,"✔ Designed for psychologists, teachers & researchers","✔ मनोवैज्ञानिकों, शिक्षकों और शोधकर्ताओं के लिए बनाया गया","✔ मानसशास्त्रज्ञ, शिक्षक व संशोधकांसाठी तयार केलेले","✔ మానసిక శాస్త్రవేత్తలు, ఉపాధ్యాయులు & పరిశోధకుల కోసం రూపొందించబడింది","✔ ಮನಃಶಾಸ್ತ್ರಜ್ಞರು, ಶಿಕ್ಷಕರು & ಸಂಶೋಧಕರಿಗಾಗಿ ರೂಪಿಸಲಾಗಿದೆ"
home.startTest,Start Assessment,परीक्षा शुरू करें,मूल्यांकन सुरू करा,అసెస్‌మెంట్ ప్రారంభించండి,ಮೌಲ್ಯಮಾಪನ ಪ್ರಾರಂಭಿಸಿ
home.registerChild,Register a Child,बच्चे को दर्ज करें,मुलाची नोंदणी करा,పిల్లవాడిని నమోదు చేయండి,ಮಗುವನ್ನು ನೋಂದಾಯಿಸಿ
home.warningNote,This digital interface supports structured KABC-style assessments. Always follow your institutional protocol and training.,यह इंटरफ़ेस KABC-शैली की संरचित परीक्षा के लिए है। कृपया अपनी संस्था के दिशा-निर्देशों का पालन करें।,हे डिजिटल इंटरफेस संरचित KABC-शैलीतील मूल्यांकनांना सपोर्ट करते. नेहमी तुमच्या संस्थेच्या प्रोटोकॉल व प्रशिक्षणाचे पालन करा.,ఈ డిజిటల్ ఇంటర్‌ఫేస్ నిర్మాణాత్మక KABC-శైలి అసెస్‌మెంట్‌లకు మద్దతు ఇస్తుంది. మీ సంస్థ ప్రోటోకాల్ మరియు శిక్షణను ఎల్లప్పుడూ అనుసరించండి.,ಈ ಡಿಜಿಟಲ್ ಇಂಟರ್ಫೇಸ್ ರಚನಾತ್ಮಕ KABC-ಶೈಲಿಯ ಮೌಲ್ಯಮಾಪನಗಳನ್ನು ಬೆಂಬಲಿಸುತ್ತದೆ. ಯಾವಾಗಲೂ ನಿಮ್ಮ ಸಂಸ್ಥೆಯ ಪ್ರೋಟೋಕಾಲ್ ಮತ್ತು ತರಬೇತಿಯನ್ನು ಅನುಸರಿಸಿ.
home.modulesHeader,Test Modules,टेस्ट मॉड्यूल,टेस्ट मॉड्यूल्स,టెస్ట్ మాడ్యూల్స్,ಟೆಸ್ಟ್ ಮಾಡ್ಯೂಲ್‌ಗಳು
home.modulesSub,Tap a card to see what the test measures.,कार्ड पर टैप करें और देखें यह टेस्ट क्या मापता है।,टेस्ट काय मोजते हे पाहण्यासाठी कार्डवर टॅप करा.,టెస్ట్ ఏమి కొలుస్తుందో చూడటానికి కార్డ్‌పై టాప్ చేయండి.,ಟೆಸ್ಟ್ ಏನನ್ನು ಅಳೆಯುತ್ತದೆ ಎಂದು ನೋಡಲು ಕಾರ್ಡ್ ಮೇಲೆ ಟ್ಯಾಪ್ ಮಾಡಿ.
home.modulesBadge,modules,मॉड्यूल,मॉड्यूल्स,మాడ్యూల్స్,ಮಾಡ್ಯೂಲ್‌ಗಳು
home.lastPlayed,Last Played:,आखिरी बार खेला:,शेवटचे खेळले:,చివరిగా ఆడింది:,ಕೊನೆಯದಾಗಿ ಆಡಿದ್ದು:
home.totalSessions,Total Sessions:,कुल सत्र:,एकूण सेशन्स:,మొత్తం సెషన్లు:,ಒಟ್ಟು ಸೆಶನ್‌ಗಳು:
home.never,Never,कभी नहीं,कधीही नाही,ఎప్పుడూ లేదు,ಎಂದಿಗೂ ಇಲ್ಲ
home.games.bagiya.title,Bagiya,बगिया,बगिया,బగియా,ಬಗಿಯಾ
home.games.bagiya.local,,,,,
home.games.bagiya.tag,,,,,
home.games.bagiya.desc,Child looks at a set of fun creatures in a 'garden' and later tries to remember where each one was placed.,बच्चा एक बगीचे में जीव-जंतु देखता है और याद करने की कोशिश करता है कि हर एक कहाँ था।,मूल एका 'बागे'त मजेदार प्राणी पाहते आणि नंतर प्रत्येक कुठे ठेवला होता हे आठवण्याचा प्रयत्न करते.,"పిల్లవాడు ఒక 'తోట'లో సరదా జంతువులను చూసి, తరువాత ప్రతి దాన్ని ఎక్కడ పెట్టారో గుర్తుచేసుకోవడానికి ప్రయత్నిస్తాడు.",ಮಗು ಒಂದು 'ತೋಟ'ದಲ್ಲಿ ಮೋಜಿನ ಪ್ರಾಣಿಗಳನ್ನು ನೋಡುತ್ತದೆ ಮತ್ತು ನಂತರ ಪ್ರತಿಯೊಂದನ್ನು ಎಲ್ಲಿ ಇಡಲಾಗಿದೆ ಎಂದು ನೆನಪಿಸಿಕೊಳ್ಳಲು ಪ್ರಯತ್ನಿಸುತ್ತದೆ.
home.games.bagiya.sub,,,,,
home.games.lottery.title,Lottery Ka Ticket,लॉटरी का टिकट,लॉटरी का टिकट,లాటరీ కా టికెట్,ಲಾಟರಿ ಕಾ ಟಿಕೆಟ್
home.games.lottery.local,,,,,
home.games.lottery.tag,,,,,
home.games.lottery.desc,Child listens to a series of numbers and repeats them in the same order.,बच्चा संख्याओं की एक कड़ी सुनता है और उन्हें उसी क्रम में दोहराता है।,मूल अंकांची मालिका ऐकते आणि तीच क्रमाने पुन्हा सांगते.,"పిల్లవాడు సంఖ్యల శ్రేణిని విని, అదే క్రమంలో తిరిగి చెబుతాడు.","ಮಗು ಸಂಖ್ಯೆಗಳ ಸರಣಿಯನ್ನು ಕೇಳಿ, ಅದೇ ಕ್ರಮದಲ್ಲಿ ಪುನರಾವರ್ತಿಸುತ್ತದೆ."
home.games.lottery.sub,,,,,
home.games.mela.title,Chalo Mela Chalen,चलो मेला चलें,चलो मेला चलें,చలో మేళా చలేం,ಚಲೋ ಮೇಲಾ ಚಲೇಂ
home.games.mela.local,,,,,
home.games.mela.tag,,,,,
home.games.mela.desc,Child plans a path through simple visual mazes.,बच्चा सरल नक्शे के ज़रिए रास्ता खोजता है।,मूल साध्या व्हिज्युअल चक्रव्यूहातून मार्ग आखते.,పిల్లవాడు సాధారణ విజువల్ మేజ్‌ల ద్వారా మార్గాన్ని ప్లాన్ చేస్తాడు.,ಮಗು ಸರಳ ದೃಶ್ಯ ಜಟಿಲಗಳ ಮೂಲಕ ಮಾರ್ಗವನ್ನು ಯೋಜಿಸುತ್ತದೆ.
home.games.mela.sub,,योजना बनाना और स्थान की समझ,,,
home.games.rachna.title,Rachna,रचना,रचना,రచనా,ರಚನಾ
home.games.rachna.local,,,,,
home.games.rachna.tag,Construction skills,बनाने की क्षमता,रचना कौशल्य,నిర్మాణ నైపుణ్యాలు,ನಿರ್ಮಾಣ ಕೌಶಲ್ಯಗಳು
home.games.rachna.desc,Child builds shapes and patterns using pieces.,बच्चा टुकड़ों से आकृति और पैटर्न बनाता है।,मूल तुकड्यांचा वापर करून आकार व नमुने तयार करते.,పిల్లవాడు ముక్కలను ఉపయోగించి ఆకారాలు మరియు నమూనాలను నిర్మిస్తాడు.,ಮಗು ತುಂಡುಗಳನ್ನು ಬಳಸಿ ಆಕಾರಗಳು ಮತ್ತು ಮಾದರಿಗಳನ್ನು ನಿರ್ಮಿಸುತ್ತದೆ.
home.games.rachna.sub,,दृश्य निर्माण कौशल,,,
home.games.dhyan.title,Dhyan Kahan Hai,ध्यान कहाँ है,ध्यान कहाँ है,ధ్యాన్ కహాఁ హై,ಧ್ಯಾನ್ ಕಹಾँ ಹೈ
home.games.dhyan.local,,,,,
home.games.dhyan.tag,,,,,
home.games.dhyan.desc,Child responds only when they hear specific target words.,बच्चा सिर्फ़ तब जवाब देता है जब वह खास शब्द सुनता है।,मूल विशिष्ट शब्द ऐकल्यावरच प्रतिसाद देते.,పిల్లవాడు నిర్దిష్ట లక్ష్య పదాలు వినినప్పుడు మాత్రమే స్పందిస్తాడు.,ಮಗು ನಿರ್ದಿಷ್ಟ ಗುರಿ ಪದಗಳನ್ನು ಕೇಳಿದಾಗ ಮಾತ್ರ ಪ್ರತಿಕ್ರಿಯಿಸುತ್ತದೆ.
home.games.dhyan.sub,,,,,
home.games.herpher.title,Her Pher,हेर फेर,हेर फेर,హేర్ ఫేర్,ಹೇರ್ ಫೇರ್
home.games.herpher.local,,,,,
home.games.herpher.tag,,याददाश्त,,,
home.games.herpher.desc,Child keeps rules or information in mind while answering.,बच्चा जवाब देते समय नियमों या जानकारी को ध्यान में रखता है।,मूल उत्तर देताना नियम किंवा माहिती लक्षात ठेवते.,పిల్లవాడు జవాబు చెప్పేటప్పుడు నియమాలు లేదా సమాచారాన్ని గుర్తుంచుకుంటాడు.,ಮಗು ಉತ್ತರಿಸುವಾಗ ನಿಯಮಗಳು ಅಥವಾ ಮಾಹಿತಿಯನ್ನು ನೆನಪಿನಲ್ಲಿಡುತ್ತದೆ.
home.games.herpher.sub,,,,,
home.games.chor.title,Chor Machaye Shor,चोर मचाए शोर,चोर मचाए शोर,చోర్ మచాయే శోర్,ಚೋರ್ ಮಚಾಯೇ ಶೋರ್
home.games.chor.local,,,,,
home.games.chor.tag,Rule switching,नियम बदलना,नियम बदलणे,నియమం మార్పు,ನಿಯಮ ಬದಲಾವಣೆ
home.games.chor.desc,Child shifts between changing rules.,बच्चा बदलते नियमों के बीच ध्यान से काम करता है।,मूल बदलत्या नियमांमध्ये जुळवून घेते.,పిల్లవాడు మారుతున్న నియమాల మధ్య మారుతాడు.,ಮಗು ಬದಲಾಗುತ್ತಿರುವ ನಿಯಮಗಳ ನಡುವೆ ಬದಲಾಗುತ್ತದೆ.
home.games.chor.sub,,,,,
home.games.numeracy.title,Ankganit,अंकगणित,अंकगणित,అంకగణిత్,ಅಂಕಗಣಿತ್
home.games.numeracy.local,,,,,
home.games.numeracy.tag,,पढ़ाई – गणित,,,
home.games.numeracy.desc,Age-appropriate tasks on counting and mathematics.,गिनती और गणित के उम्र के हिसाब से सवाल।,वय-योग्य गणना व गणिताची कामे.,వయసుకు తగిన లెక్కింపు మరియు గణిత పనులు.,ವಯಸ್ಸಿಗೆ ಸೂಕ್ತವಾದ ಎಣಿಕೆ ಮತ್ತು ಗಣಿತದ ಕೆಲಸಗಳು.
home.games.numeracy.sub,,,,,
home.games.literacy.title,Padh ke batao,पढ़ के बताओ,पढ़ के बताओ,పఢ్ కే బతావో,ಪಢ್ ಕೇ ಬತಾವೋ
home.games.literacy.local,,,,,
home.games.literacy.tag,,पढ़ाई – भाषा,,,
home.games.literacy.desc,Tasks around letters and early language readiness.,अक्षर और शुरुआती भाषा से जुड़े सवाल।,अक्षरे व सुरुवातीच्या भाषा तयारीशी संबंधित कामे.,అక్షరాలు మరియు ప్రాథమిక భాషా సంసిద్ధతకు సంబంధించిన పనులు.,ಅಕ್ಷರಗಳು ಮತ್ತು ಆರಂಭಿಕ ಭಾಷಾ ಸಿದ್ಧತೆಗೆ ಸಂಬಂಧಿಸಿದ ಕೆಲಸಗಳು.
home.games.literacy.sub,,,,,
login.pill,Child lookup for assessment,बच्चे की जानकारी देखें,मूल्यांकनासाठी मूल शोध,అసెస్‌మెంట్ కోసం పిల్లవాడి శోధన,ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಗುವಿನ ಶೋಧ
login.heading,Search a child,बच्चे को खोजें,मुलाला शोधा,పిల్లవాడిని వెతకండి,ಮಗುವನ್ನು ಹುಡುಕಿ
login.headingSub,and start the assessment,और परीक्षा शुरू करें,आणि मूल्यांकन सुरू करा,మరియు అసెస్‌మెంట్ ప్రారంభించండి,ಮತ್ತು ಮೌಲ್ಯಮಾಪನ ಪ್ರಾರಂಭಿಸಿ
login.description,"Use the unique Child ID to quickly bring up the child's details. Once you confirm the record, you can continue to the assessment.",बच्चे की खास ID डालें और उसकी जानकारी देखें। जाँचने के बाद परीक्षा शुरू करें।,मुलाचे तपशील पटकन मिळवण्यासाठी युनिक चाइल्ड आयडी वापरा. नोंद खात्री केल्यानंतर तुम्ही मूल्यांकनासाठी पुढे जाऊ शकता.,పిల్లవాడి వివరాలను త్వరగా తీసుకురావడానికి యూనిక్ చైల్డ్ ఐడీని ఉపయోగించండి. రికార్డ్‌ను నిర్ధారించాక మీరు అసెస్‌మెంట్‌తో కొనసాగవచ్చు.,ಮಗುವಿನ ವಿವರಗಳನ್ನು ತ್ವರಿತವಾಗಿ ತೆರೆಯಲು ವಿಶಿಷ್ಟ ಚೈಲ್ಡ್ ಐಡಿ ಬಳಸಿ. ದಾಖಲೆ ದೃಢೀಕರಿಸಿದ ನಂತರ ನೀವು ಮೌಲ್ಯಮಾಪನವನ್ನು ಮುಂದುವರಿಸಬಹುದು.
login.bullet1,Enter the Child ID assigned at registration,पंजीकरण के समय दी गई ID डालें,नोंदणी वेळी दिलेला चाइल्ड आयडी टाका,నమోదు సమయంలో ఇచ్చిన చైల్డ్ ఐడీని నమోదు చేయండి,ನೋಂದಣಿ ಸಮಯದಲ್ಲಿ ನೀಡಿದ ಚೈಲ್ಡ್ ಐಡಿಯನ್ನು ನಮೂದಿಸಿ
login.bullet2,"Verify name, gender, date of birth & mobile number","नाम, लिंग, जन्म तिथि और मोबाइल नंबर जाँचें","नाव, लिंग, जन्मतारीख व मोबाईल नंबर पडताळा","పేరు, లింగం, పుట్టిన తేదీ & మొబైల్ నంబర్‌ను నిర్ధారించండి","ಹೆಸರು, ಲಿಂಗ, ಜನ್ಮ ದಿನಾಂಕ & ಮೊಬೈಲ್ ಸಂಖ್ಯೆಯನ್ನು ಪರಿಶೀಲಿಸಿ"
login.bullet3,Click 'Go to Assessment' to launch the test,'परीक्षा शुरू करें' दबाएं और टेस्ट खोलें,टेस्ट सुरू करण्यासाठी 'मूल्यांकनाकडे जा' वर क्लिक करा,టెస్ట్ ప్రారంభించడానికి 'అసెస్‌మెంట్‌కు వెళ్ళండి' క్లిక్ చేయండి,ಟೆಸ್ಟ್ ಪ್ರಾರಂಭಿಸಲು 'ಮೌಲ್ಯಮಾಪನಕ್ಕೆ ಹೋಗಿ' ಕ್ಲಿಕ್ ಮಾಡಿ
login.demoTip,Demo tip: register a Child ID first before searching.,"सुझाव: पहले बच्चे को दर्ज करें, फिर यहाँ ID से खोजें।",टीप: शोधण्याआधी आधी एक चाइल्ड आयडी नोंदवा.,సూచన: శోధించే ముందు ఒక చైల్డ్ ఐడీని నమోదు చేయండి.,ಸುಳಿವು: ಹುಡುಕುವ ಮೊದಲು ಮೊದಲು ಒಂದು ಚೈಲ್ಡ್ ಐಡಿ ನೋಂದಾಯಿಸಿ.
login.fieldLabel,Child ID,बच्चे की ID,चाइल्ड आयडी,చైల్డ్ ఐడీ,ಚೈಲ್ಡ್ ಐಡಿ
login.placeholder,"Enter Child ID (e.g., CH001)",बच्चे की ID डालें (जैसे: CH001),चाइल्ड आयडी टाका (उदा. CH001),చైల్డ్ ఐడీ నమోదు చేయండి (ఉదా. CH001),ಚೈಲ್ಡ್ ಐಡಿ ನಮೂದಿಸಿ (ಉದಾ. CH001)
login.searchBtn,Search,खोजें,शोधा,శోధించండి,ಹುಡುಕಿ
login.searchingBtn,Searching...,खोज रहे हैं...,शोधत आहे...,శోధిస్తోంది...,ಹುಡುಕುತ್ತಿದೆ...
login.goToAssessment,Go to Assessment,परीक्षा शुरू करें,मूल्यांकनाकडे जा,అసెస్‌మెంట్‌కు వెళ్ళండి,ಮೌಲ್ಯಮಾಪನಕ್ಕೆ ಹೋಗಿ
login.cardTitle,Child details,बच्चे की जानकारी,मुलाचे तपशील,పిల్లవాడి వివరాలు,ಮಗುವಿನ ವಿವರಗಳು
login.noChild,No child selected,कोई बच्चा नहीं चुना,कोणतेही मूल निवडलेले नाही,ఏ పిల్లవాడిని ఎంచుకోలేదు,ಯಾವುದೇ ಮಗುವನ್ನು ಆಯ್ಕೆಮಾಡಿಲ್ಲ
login.detailsFound,Details found. Please verify before proceeding.,जानकारी मिली। आगे बढ़ने से पहले जाँच लें।,तपशील सापडले. पुढे जाण्यापूर्वी कृपया पडताळा.,వివరాలు కనుగొనబడ్డాయి. కొనసాగే ముందు దయచేసి నిర్ధారించండి.,ವಿವರಗಳು ಕಂಡುಬಂದಿವೆ. ಮುಂದುವರಿಯುವ ಮೊದಲು ದಯವಿಟ್ಟು ಪರಿಶೀಲಿಸಿ.
login.labelName,Name,नाम,नाव,పేరు,ಹೆಸರು
login.labelGender,Gender,लिंग,लिंग,లింగం,ಲಿಂಗ
login.labelDob,Date of Birth,जन्म तिथि,जन्मतारीख,పుట్టిన తేదీ,ಜನ್ಮ ದಿನಾಂಕ
login.labelMobile,Mobile Number,मोबाइल नंबर,मोबाईल नंबर,మొబైల్ నంబర్,ಮೊಬೈಲ್ ಸಂಖ್ಯೆ
login.errRequired,Please enter a Child ID.,कृपया बच्चे की ID डालें।,कृपया चाइल्ड आयडी टाका.,దయచేసి చైల్డ్ ఐడీ నమోదు చేయండి.,ದಯವಿಟ್ಟು ಚೈಲ್ಡ್ ಐಡಿ ನಮೂದಿಸಿ.
login.errNotFound,Child ID not found. Please register the child first.,यह ID नहीं मिली। पहले बच्चे को दर्ज करें।,चाइल्ड आयडी सापडला नाही. कृपया आधी मुलाची नोंदणी करा.,చైల్డ్ ఐడీ కనుగొనబడలేదు. దయచేసి ముందుగా పిల్లవాడిని నమోదు చేయండి.,ಚೈಲ್ಡ್ ಐಡಿ ಕಂಡುಬಂದಿಲ್ಲ. ದಯವಿಟ್ಟು ಮೊದಲು ಮಗುವನ್ನು ನೋಂದಾಯಿಸಿ.
login.errServer,Error connecting to the server.,सर्वर से कनेक्ट करने में त्रुटि।,सर्व्हरशी कनेक्ट करताना त्रुटी आली.,సర్వర్‌తో కనెక్ట్ చేయడంలో పొరపాటు వచ్చింది.,ಸರ್ವರ್‌ಗೆ ಸಂಪರ್ಕಿಸುವಲ್ಲಿ ದೋಷ ಸಂಭವಿಸಿದೆ.
login.errSession,Could not start session. Please try again.,सत्र शुरू नहीं हो सका। फिर कोशिश करें।,सेशन सुरू करता आले नाही. कृपया पुन्हा प्रयत्न करा.,సెషన్‌ను ప్రారంభించలేకపోయాం. దయచేసి మళ్లీ ప్రయత్నించండి.,ಸೆಶನ್ ಪ್ರಾರಂಭಿಸಲು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ. ದಯವಿಟ್ಟು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.
register.pill,Child registration module,बच्चे का पंजीकरण,मूल नोंदणी मॉड्यूल,పిల్లల నమోదు మాడ్యూల్,ಮಗುವಿನ ನೋಂದಣಿ ಮಾಡ್ಯೂಲ್
